@relation 'SeeClickFix-weka.filters.unsupervised.attribute.Reorder-R10,9,11,2,3,4,5,8,6,7-weka.filters.unsupervised.attribute.Remove-R6,7-weka.filters.unsupervised.attribute.Add-NdaysUntilLastIssue-Cfirst-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Add-TNOM-Ncity-LOakland,Chicago,NH,Richmond-C6-weka.filters.unsupervised.attribute.Add-NdistanceFromCenter-C7-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3,7,8,10,11,12,13,14,15,16,17,18,19,20,22,24,26,27,28,29,31,32,34,35,36,37,38,39,42,43,45,46,47,48,49,52-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement'

@attribute daysUntilLastIssue numeric
@attribute source=city_initiated numeric
@attribute source=android numeric
@attribute source=remote_api_created numeric
@attribute source=new_map_widget numeric
@attribute source=iphone numeric
@attribute tag_type=tree numeric
@attribute tag_type=street_light numeric
@attribute tag_type=graffiti numeric
@attribute tag_type=pothole numeric
@attribute tag_type=signs numeric
@attribute tag_type=overgrowth numeric
@attribute tag_type=traffic numeric
@attribute tag_type=trash numeric
@attribute tag_type=blighted_property numeric
@attribute tag_type=sidewalk numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute city=Oakland numeric
@attribute city=Chicago numeric
@attribute city=NH numeric
@attribute city=Richmond numeric
@attribute distanceFromCenter numeric
@attribute num_views numeric
@attribute num_votes numeric
@attribute num_comments numeric

@data
301,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.852199,-87.674257,0,1,0,0,0.168586,0,1,0
278,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.927244,-87.744618,0,1,0,0,0.354886,0,1,0
259,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.829371,-87.66915,0,1,0,0,0.228157,0,1,0
276,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.871156,-87.686557,0,1,0,0,0.162522,0,1,0
278,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.013986,-87.67958,0,1,0,0,0.502084,0,1,0
290,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.93304,-87.713915,0,1,0,0,0.294972,5,1,0
335,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.952264,-87.764507,0,1,0,0,0.449616,0,1,0
315,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.945591,-87.790245,0,1,0,0,0.497865,2,1,0
271,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.916844,-87.753375,0,1,0,0,0.361704,0,1,0
299,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.99199,-87.781812,0,1,0,0,0.579927,0,1,0
445,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.54813,-77.460119,0,0,0,1,0.078885,15,2,0
269,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.910054,-87.711881,0,1,0,0,0.245989,0,1,0
328,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.709006,-87.622225,0,1,0,0,0.647576,2,1,0
307,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.842713,-87.70376,0,1,0,0,0.253647,0,1,0
310,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.973136,-87.679301,0,1,0,0,0.358459,0,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.776862,-87.692116,0,1,0,0,0.431183,0,1,0
333,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,41.326879,-72.969252,0,0,1,0,0.123086,4,2,0
313,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.753035,-87.569914,0,1,0,0,0.511771,2,1,0
405,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.575435,-77.426052,0,0,0,1,0.076836,11,2,0
323,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.949726,-87.750743,0,1,0,0,0.413227,1,1,0
284,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.713013,-87.551086,0,1,0,0,0.668986,1,1,0
319,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.911876,-87.711741,0,1,0,0,0.248403,0,1,0
279,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.896785,-87.62037,0,1,0,0,0.055687,1,1,0
277,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.846288,-87.738341,0,1,0,0,0.329273,2,1,0
299,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.769348,-87.674285,0,1,0,0,0.440786,0,1,0
277,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37.816811,-122.289299,1,0,0,0,0.055763,7,2,1
269,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.01008,-87.681086,0,1,0,0,0.489344,0,1,0
453,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.514574,-77.512653,0,0,0,1,0.274655,29,2,0
346,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,37.834883,-122.196626,1,0,0,0,0.223795,20,1,0
420,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.478812,-77.467468,0,0,0,1,0.301464,5,2,0
287,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.896837,-87.617048,0,1,0,0,0.060794,2,1,0
278,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.776052,-87.714272,0,1,0,0,0.461531,0,1,0
384,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.532189,-77.409042,0,0,0,1,0.11703,6,2,0
304,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.012003,-87.702682,0,1,0,0,0.516208,0,1,0
283,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,37.828133,-122.210594,1,0,0,0,0.178935,23,3,0
621,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.572873,-77.451149,0,0,0,1,0.078154,11,2,0
505,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.589284,-77.455555,0,0,0,1,0.13709,48,5,0
304,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.824248,-87.712949,0,1,0,0,0.31741,0,1,0
291,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.767533,-87.673627,0,1,0,0,0.446762,0,1,0
290,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.926926,-87.703905,0,1,0,0,0.259265,0,1,0
305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.846422,-122.284848,1,0,0,0,0.101897,2,3,0
559,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.53072,-77.412621,0,0,0,1,0.114812,58,5,2
403,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37.52888,-77.410992,0,0,0,1,0.123145,11,2,0
301,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.984699,-87.738359,0,1,0,0,0.479029,0,1,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.938655,-87.760155,0,1,0,0,0.412679,0,1,0
386,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.783723,-122.198621,1,0,0,0,0.253558,19,3,0
356,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.516183,-77.397203,0,0,0,1,0.185067,21,2,0
609,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37.548022,-77.405394,0,0,0,1,0.0924,26,2,0
273,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.688929,-87.607127,0,1,0,0,0.724413,0,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.880873,-87.766522,0,1,0,0,0.376611,0,1,0
321,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.93213,-87.749076,0,1,0,0,0.374221,0,1,0
449,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.554053,-77.449073,0,0,0,1,0.041459,15,3,0
305,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.840423,-87.72688,0,1,0,0,0.311468,0,1,0
329,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.890329,-87.626691,0,1,0,0,0.02658,2,1,0
508,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.539964,-77.570127,0,0,0,1,0.400997,8,2,0
326,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.71739,-87.598264,0,1,0,0,0.622382,0,1,0
417,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.81401,-122.234489,1,0,0,0,0.110361,94,2,0
486,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.540393,-77.420021,0,0,0,1,0.07304,17,2,0
276,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.87838,-87.772962,0,1,0,0,0.39473,0,1,0
318,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.911394,-87.769174,0,1,0,0,0.397268,1,1,0
520,?,?,?,?,?,0,0,1,0,0,0,0,0,0,0,41.318381,-72.952128,0,0,1,0,0.0684,232,7,2
489,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.491624,-77.480326,0,0,0,1,0.273061,16,3,0
307,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.706873,-87.647694,0,1,0,0,0.656919,1,1,0
270,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.884635,-87.686528,0,1,0,0,0.155765,1,1,0
292,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.937301,-87.701853,0,1,0,0,0.280646,0,1,0
300,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.8377,-87.724373,0,1,0,0,0.310965,0,1,0
265,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.012222,-87.683676,0,1,0,0,0.49902,3,1,0
361,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,41.31694,-72.914886,0,0,1,0,0.037207,138,9,2
268,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.913501,-87.733768,0,1,0,0,0.306707,3,1,0
348,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.923786,-87.668181,0,1,0,0,0.18221,0,1,0
515,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,37.790386,-122.265503,1,0,0,0,0.115279,88,2,1
468,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,37.809839,-122.197669,1,0,0,0,0.219002,57,2,0
620,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,41.329709,-72.866249,0,0,1,0,0.180348,115,3,0
272,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.756233,-87.558283,0,1,0,0,0.512141,0,1,0
291,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,41.320977,-72.963206,0,0,1,0,0.100558,3,2,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.886806,-87.643937,0,1,0,0,0.039973,2,1,0
272,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.857831,-87.663979,0,1,0,0,0.133727,0,1,0
285,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.736032,-87.646478,0,1,0,0,0.548908,1,1,0
277,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.792428,-87.713555,0,1,0,0,0.409101,1,2,0
276,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.764143,-87.71897,0,1,0,0,0.50633,0,1,0
320,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,37.82252,-122.275156,1,0,0,0,0.012952,26,1,0
282,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.7641,-87.722355,0,1,0,0,0.511066,0,1,0
368,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.806137,-122.297844,1,0,0,0,0.096186,23,2,0
328,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.90673,-87.693244,0,1,0,0,0.194139,1,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.973313,-87.654928,0,1,0,0,0.339422,0,1,0
267,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.020392,-87.666379,0,1,0,0,0.516714,2,1,0
269,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,37.554096,-77.472153,0,0,0,1,0.10887,12,2,0
299,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.810179,-122.246072,1,0,0,0,0.083786,27,3,0
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.812833,-87.706294,0,1,0,0,0.336306,0,1,0
509,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,37.502983,-77.44024,0,0,0,1,0.197103,12,2,0
312,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.963506,-87.714436,0,1,0,0,0.376522,0,1,0
272,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.871354,-87.684926,0,1,0,0,0.157999,0,1,0
269,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.941168,-87.727247,0,1,0,0,0.342493,1,1,0
308,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.974077,-87.684224,0,1,0,0,0.366998,0,1,0
524,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,37.541978,-77.516182,0,0,0,1,0.243647,16,2,0
277,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.936434,-87.719481,0,1,0,0,0.314813,0,1,0
336,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,37.464878,-77.464499,0,0,0,1,0.348603,1,2,0
612,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.550729,-77.55074,0,0,0,1,0.340129,14,3,1
295,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.915327,-87.727831,0,1,0,0,0.294127,0,1,0
435,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,37.556402,-77.467163,0,0,0,1,0.093986,20,5,2
318,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.870239,-87.687343,0,1,0,0,0.16559,0,1,0
303,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.837145,-87.709714,0,1,0,0,0.279248,0,1,0
357,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,37.51608,-77.482876,0,0,0,1,0.203849,13,2,0
327,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.541704,-77.460285,0,0,0,1,0.090849,2,2,0
285,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.92713,-87.657268,0,1,0,0,0.177833,1,1,0
411,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,37.548448,-77.45724,0,0,0,1,0.070619,8,2,0
525,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37.553366,-77.468348,0,0,0,1,0.097949,23,3,0
468,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.551895,-77.470688,0,0,0,1,0.105444,6,2,0
399,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.472402,-77.478225,0,0,0,1,0.334733,19,2,0
332,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.929041,-87.695978,0,1,0,0,0.247727,0,1,0
315,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.988074,-87.66765,0,1,0,0,0.400762,1,1,0
321,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,41.932377,-87.774872,0,1,0,0,0.438339,6,3,1
592,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.540969,-77.432979,0,0,0,1,0.05612,25,2,0
272,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.906258,-87.762078,0,1,0,0,0.373679,0,1,0
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.917503,-87.757181,0,1,0,0,0.372409,0,1,0
375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37.520307,-77.493367,0,0,0,1,0.216232,25,2,0
269,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.550775,-77.442474,0,0,0,1,0.028907,27,2,0
591,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.550513,-77.528815,0,0,0,1,0.275894,11,2,0
297,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.764462,-87.565155,0,1,0,0,0.476699,0,1,0
323,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.00659,-87.671608,0,1,0,0,0.469932,3,1,0
413,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37.510947,-77.444549,0,0,0,1,0.169277,32,3,0
339,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,37.821365,-122.277367,1,0,0,0,0.018441,24,2,0
271,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.751991,-87.623019,0,1,0,0,0.488279,0,1,0
401,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.784077,-122.180649,1,0,0,0,0.298387,33,3,0
317,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.956832,-87.767123,0,1,0,0,0.465239,38,1,0
342,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.761542,-87.582116,0,1,0,0,0.471495,0,1,0
514,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,37.507575,-77.4709,0,0,0,1,0.207967,41,2,0
406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.326944,-72.981587,0,0,1,0,0.155689,72,3,0
270,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.964785,-87.697497,0,1,0,0,0.353624,0,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.924195,-87.749681,0,1,0,0,0.362549,0,1,0
305,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.003402,-87.810386,0,1,0,0,0.666451,1,1,0
350,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,37.81123,-122.266598,1,0,0,0,0.039121,24,3,0
518,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,41.32482,-72.923342,0,0,1,0,0.0388,138,6,1
273,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.973929,-87.832877,0,1,0,0,0.651705,0,1,0
407,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.548958,-77.443276,0,0,0,1,0.035339,6,2,0
318,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.789514,-87.72918,0,1,0,0,0.443323,0,1,0
505,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.566341,-77.442533,0,0,0,1,0.043968,9,2,0
305,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.934609,-87.78961,0,1,0,0,0.47887,1,1,0
512,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,37.812806,-122.293147,1,0,0,0,0.071692,19,3,0
284,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.941586,-87.680834,0,1,0,0,0.256406,1,1,0
300,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.749579,-87.66948,0,1,0,0,0.508599,0,1,0
459,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37.551366,-77.472751,0,0,0,1,0.111731,14,3,0
585,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.575049,-77.505301,0,0,0,1,0.217764,11,2,0
290,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.811354,-87.606605,0,1,0,0,0.275599,0,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.784395,-87.697545,0,1,0,0,0.41226,0,1,0
314,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.924497,-87.698476,0,1,0,0,0.241943,0,1,0
300,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.82793,-87.672774,0,1,0,0,0.237676,0,1,0
288,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.693795,-87.671556,0,1,0,0,0.712859,2,1,0
588,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.517825,-77.39173,0,0,0,1,0.19063,20,3,1
330,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.676232,-87.620458,0,1,0,0,0.769149,0,1,0
362,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.759097,-122.20928,1,0,0,0,0.29275,7,1,0
313,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.968846,-87.799762,0,1,0,0,0.56453,1,1,0
303,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.741252,-87.663205,0,1,0,0,0.535559,0,1,0
376,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.590111,-77.438858,0,0,0,1,0.12686,16,2,0
383,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.310184,-72.929891,0,0,1,0,0.018444,145,2,0
300,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.793365,-87.777659,0,1,0,0,0.527216,0,1,0
270,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.798163,-87.703689,0,1,0,0,0.376333,0,1,0
308,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.896203,-87.658996,0,1,0,0,0.092375,0,1,0
283,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.970291,-87.720751,0,1,0,0,0.407053,1,1,0
330,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.857586,-87.68233,0,1,0,0,0.173482,0,1,0
307,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.787236,-87.705818,0,1,0,0,0.413951,1,1,0
271,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.934869,-87.644574,0,1,0,0,0.194103,0,1,0
277,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.759048,-87.702663,0,1,0,0,0.50336,0,1,0
288,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.932975,-87.711094,0,1,0,0,0.28876,0,1,0
396,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,41.306588,-72.894965,0,0,1,0,0.097018,0,1,0
314,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.93856,-87.767712,0,1,0,0,0.430756,0,1,0
304,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.93687,-87.802565,0,1,0,0,0.515044,1,1,0
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.882195,-87.679103,0,1,0,0,0.135337,2,1,0
322,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.699908,-87.542563,0,1,0,0,0.722623,1,1,0
293,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.917498,-87.696384,0,1,0,0,0.221829,0,1,0
312,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.838362,-87.709744,0,1,0,0,0.276552,0,1,0
304,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.938713,-87.755701,0,1,0,0,0.402154,0,1,0
273,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.926468,-87.658494,0,1,0,0,0.177081,0,1,0
277,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,41.332098,-72.948947,0,0,1,0,0.086279,53,3,2
305,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,37.818756,-122.275734,1,0,0,0,0.016329,4,1,0
271,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.924484,-87.726769,0,1,0,0,0.30669,0,1,0
280,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.912053,-87.646875,0,1,0,0,0.115101,2,1,0
556,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37.845605,-122.240095,1,0,0,0,0.128152,69,2,0
268,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.702765,-87.549642,0,1,0,0,0.706251,4,1,0
470,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,37.846737,-122.26535,1,0,0,0,0.096215,53,2,0
384,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,37.509844,-77.508959,0,0,0,1,0.276232,47,2,0
309,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.87416,-87.669111,0,1,0,0,0.113234,1,1,0
284,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.91767,-87.688772,0,1,0,0,0.205254,0,1,0
263,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.891585,-87.674486,0,1,0,0,0.125991,0,1,0
442,?,?,?,?,?,0,0,1,0,0,0,0,0,0,0,37.800846,-122.264492,1,0,0,0,0.077775,38,4,0
305,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,37.788136,-122.251404,1,0,0,0,0.13533,24,1,0
437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.797552,-122.280246,1,0,0,0,0.091586,32,3,1
283,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.812902,-87.695572,0,1,0,0,0.318414,0,1,0
536,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.820362,-122.283111,1,0,0,0,0.035374,39,5,0
286,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.803696,-87.721181,0,1,0,0,0.388604,0,1,0
313,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,42.002492,-87.816444,0,1,0,0,0.676801,1,1,0
324,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.759573,-87.619953,0,1,0,0,0.460637,62,1,0
285,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.761436,-87.652806,0,1,0,0,0.457202,0,1,0
300,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.959768,-87.669237,0,1,0,0,0.302176,0,1,0
290,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.921817,-87.648633,0,1,0,0,0.150525,0,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.666244,-87.627086,0,1,0,0,0.805751,0,1,0
447,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,37.531982,-77.470921,0,0,0,1,0.137707,16,2,0
316,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.72032,-87.561767,0,1,0,0,0.634037,1,1,0
288,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.769585,-87.720573,0,1,0,0,0.491019,1,1,0
620,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37.796374,-122.259619,1,0,0,0,0.097853,66,3,2
331,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.93593,-87.678237,0,1,0,0,0.234997,0,1,0
265,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.879453,-87.686387,0,1,0,0,0.156104,5,1,0
312,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.785374,-87.694786,0,1,0,0,0.405613,1,1,0
313,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.694078,-87.651036,0,1,0,0,0.704921,5,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.799521,-87.734365,0,1,0,0,0.424339,0,1,0
512,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,37.81985,-122.283529,1,0,0,0,0.036799,78,2,0
371,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,37.462766,-77.474392,0,0,0,1,0.364327,25,2,0
527,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,37.566466,-77.475823,0,0,0,1,0.125545,45,3,0
264,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.926888,-87.703844,0,1,0,0,0.259045,1,1,0
294,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,41.734203,-87.576866,0,1,0,0,0.573011,0,1,0
345,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,37.538447,-77.520015,0,0,0,1,0.25766,7,3,0
463,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,37.509921,-77.442723,0,0,0,1,0.172258,20,3,0
